text,label,style
occupational therapist home visit to assess my safety,Occupational Therapy,natural_diverse
registered naturopathic doctor treating my adrenal fatigue,Naturopathic Treatment,natural_diverse
diabetes monitor | the device | not the test strips,Blood glucose meter,progressive
"submitting for workplace required safety eyewear, has my prescription in it",Safety Glasses,natural_diverse
forearm elbow crutch,Forearm Crutch (purchase),terse
"DENTAL ACCIDENT claim not regular dental, my tooth was injured",Dental Accident,natural_diverse
speech language pathologist,Speech Therapy,partial_turn2
"registered psychologist for trauma therapy, 50 min sessions",Psychologist,natural_diverse
the part that goes on my face,"CPAP, APAP, BIPAP Mask",vague_turn1
picked up a pair of Guardian aluminum underarm crutches from Shoppers Home Health Care,"Crutches, pair",brand_specific
rolling commode chair for my mother with limited mobility,Wheeled Commode (purchase),natural_diverse
homeopathic treatment,Homeopathic Treatment,vague_turn1
"I have treatment for eye that is not exam and not glass, it is exercise for eyes to work together",Other vision services (i.e. safety glasses),esl_speaker
"goes up to my thigh, firm","Compression Stockings, thigh/full (20-29 mmhg)",partial_turn2
I started seeing a registered psychotherapist who does EMDR for my PTSD from a car accident,Psychotherapist,storyteller
ovarian marker test,CA-125 (Cancer Antigen) Test,vague_turn1
"PRESCRIPTION DRUG not over the counter, needs a script",Drug,natural_diverse
the spacer thing,Aerochamber,vague_turn1
Where do I claim compression garments that aren't stockings like compression gloves or arm sleeves?,Other garment brace services (i.e. compression gloves),question
osteopath,Osteopath,vague_turn1
x-ray imaging fracture,X-Ray,terse
need an IV stand at home for my infusion treatments,IV Stand (purchase),natural_diverse
continuous monitor | the receiver unit | lost it need a new one,Glucose Monitoring System Receiver,progressive
thigh compression 30+ mmhg extra strong,"Compression Stockings, thigh/full (30 mmhg & over)",natural_diverse
"I need special glasses for my lab that protect my eyes, they have my prescription in them too",Safety Glasses,confused_student
I saw a therapist who helps me do everyday tasks again after my wrist surgery,Occupational Therapy,confused_student
"custom fitted left knee brace, measured at the orthotics clinic","Brace, left knee (Custom)",natural_diverse
I broke my foot playing soccer and the ER gave me a pair of standard crutches that go under my arms,"Crutches, pair",storyteller
it's the tube thing you put between your mouth and the puffer so you breathe in the medicine better,Aerochamber,confused_student
ordered a 20-pack of TENS 7000 compatible electrode pads from Amazon,"Stimulator, supplies",brand_specific
"bought a knee brace at shoppers, off the shelf not fitted",Brace (Non-custom),natural_diverse
osteopath treatment session,Osteopath,terse
dentist | regular cleaning and checkup,Dental Services,progressive
after my mastectomy surgery,Mastectomy bra,partial_turn2
"the SUPPLIES for the pump, infusion sets and reservoirs, not the pump itself",Insulin infusion pump supplies,natural_diverse
"I buy bottle for use toilet in bed, because I cannot walk after surgery",Urinal (purchase),esl_speaker
attending group therapy not covered under the regular categories,Other mental health services,natural_diverse
"Claiming a standard aluminum folding pickup walker with non-skid rubber ferrules, non-wheeled",Walker - non wheeled (purchase),detailed_clinical
safety specs with prescription lenses for my lab work,Safety Glasses,natural_diverse
I bought a special bra that holds a prosthetic breast after my surgery,Mastectomy bra,confused_student
"seeing a clinical counsellor for my anxiety, different from psychologist",Clinical Counsellor,natural_diverse
"knee brace | left knee, custom fitted by specialist","Brace, left knee (Custom)",progressive
the stimulator device not the pads,"Stimulator, muscle/nerve (TENS)",partial_turn2
"prescription from my doctor, picked it up at shoppers",Drug,natural_diverse
"foot and ankle brace, custom fitted","Brace, AFO/KAFO (Custom)",partial_turn2
other lab diagnostic tests,Other laboratory and diagnostic tests,natural_diverse
diagnostic ultrasound scan,Ultrasound,terse
I see a social worker for therapy and I'm pretty sure she only has a four-year degree,Social Worker (Bachelors),confused_student
mental health services through my workplace EAP that i paid for first,Other mental health services,natural_diverse
online CBT program not in person,Digital Cognitive Behavioural Therapy,partial_turn2
"I buy rail for bed side, to stop falling when sleep, for safety",Bed Rails (purchase),esl_speaker
orthodontist treating my daughter,Orthodontic Services (Braces - initial and monthly fee),partial_turn2
physio recommended knee high support stockings around medium compression,"Compression Stockings, knee length (15-19 mmhg)",natural_diverse
"the doctor send me to special place, they measure my leg and make stocking only for me, not from store","Compression Stockings, custom, any length",esl_speaker
I got a plastic seat for the bathtub so I can shower without standing,Bath Bench/Chair (purchase),confused_student
muscle stimulator | the main device | for chronic pain management,"Stimulator, muscle/nerve (TENS)",progressive
"PHYSIOTHERAPY not massage, the rehab exercises and manual therapy",Physiotherapy,natural_diverse
"cobbler modified my shoes on prescription from the physio, leg length thing",Other foot care services (i.e. orthopedic shoe modification),natural_diverse
blood sugar needles,Lancet,vague_turn1
cervical neck pillow rx,Cervical Pillow,terse
got compression arm sleeve after my lymph node surgery,Other garment brace services (i.e. compression gloves),natural_diverse
mastectomy bra,Mastectomy bra,vague_turn1
the strong compression socks,"Compression Stockings, knee length (30 mmhg & over)",vague_turn1
registered dietitian not nutritionist,Dietitian Services,partial_turn2
seeing an occupational therapist after my stroke for daily living skills,Occupational Therapy,natural_diverse
registered OT,Occupational Therapy,partial_turn2
doctor recommended cervical pillow for my neck pain and disc problem,Cervical Pillow,natural_diverse
nursing home | monthly fees | my mother lives there permanently,Nursing Home and Long Term Care,progressive
"these are SAFETY glasses for work, not regular prescription glasses, they're CSA approved with side shields",Safety Glasses,complaint
portable commode chair for bedside use,Stationary Commode (purchase),natural_diverse
"lymph fluid buildup therapist prescribed thigh the really tight ones, hard to put on, very tight and expensive","Compression Stockings, thigh/full (30 mmhg & over)",natural_diverse
ear cleaning and wax removal at the hearing clinic,Other hearing services,natural_diverse
"the face interface, worn out","CPAP, APAP, BIPAP Mask",partial_turn2
versa frame | safety frame around toilet | for my mom's mobility,Versa Frame (purchase),progressive
chiropractor not massage,Chiropractic,partial_turn2
reusable ice pack gel,Cold Therapy - Re-usable Items (purchase),terse
Where do I claim in-home support services I received during recovery?,In Home Support Services,question
glucose thing | the reader part | shows numbers from my sensor,Glucose Monitoring System Receiver,progressive
"I selected 'Glucose Monitoring System Transmitter' but these are the adhesive sensors, not the transmitter",Glucose Monitoring System Supplies/Sensors,wrong_guess
"vascular surgeon told me get firm knee compression, can i claim","Compression Stockings, knee length (20-29 mmhg)",natural_diverse
physio visits for my lower back disc problem,Physiotherapy,natural_diverse
custom knee support,"Brace, left knee (Custom)",vague_turn1
allergy testing blood,Blood test for Allergies (IG test not eligible),vague_turn1
arm sleeve for lymphedema,Other garment brace services (i.e. compression gloves),partial_turn2
alcohol swabs i use to clean before my insulin injections,Alcohol swabs,natural_diverse
nail trimming and foot care,Chiropody (Foot Care) Treatment,partial_turn2
the PUMP that delivers insulin all day not the pens or guns,Insulin infusion pump,natural_diverse
electric pump,Breast Pump (purchase),vague_turn1
custom right knee brace rx,"Brace, right knee (Custom)",terse
podiatry treatment foot doctor,Podiatry Treatment,natural_diverse
the transmitter,Glucose Monitoring System Transmitter,vague_turn1
"home support services, PSW comes three times a week",In Home Support Services,natural_diverse
orthotics,Custom made foot orthotics,vague_turn1
warm steam vaporizer for my asthma management at night,Vaporizer (table top),natural_diverse
the prostate blood test prostate test blood,PSA Test (Prostate Specific Antigen),natural_diverse
allergy skin scratch prick test,Scratch Test for Allergies,natural_diverse
"vision therapy sessions, not glasses",Other vision services (i.e. safety glasses),partial_turn2
I had a blood clot in my calf last year and my doctor prescribed firm knee-high stockings at 25 mmhg to prevent it from happening again,"Compression Stockings, knee length (20-29 mmhg)",storyteller
I submitted under 'Standard foot orthotics or shoe inserts' but mine were custom-made from a foot impression,Custom made foot orthotics,wrong_guess
thigh stockings,"Compression Stockings, thigh/full (15-19 mmhg)",vague_turn1
generic wrist brace non custom,Brace (Non-custom),natural_diverse
wig after chemo hair loss,Wig,partial_turn2
seeing a social worker,Social Worker (Masters level),vague_turn1
"walker | no wheels, just the basic frame",Walker - non wheeled (purchase),progressive
submitting for my husband's new prescription glasses,Prescription Glasses,natural_diverse
injection thing | not automatic | I trigger the needle,Insulin Gun (manual),progressive
"filters and tubing, not the machine or mask","CPAP, APAP, BIPAP Supplies",partial_turn2
"cast from my feet, expensive",Custom made foot orthotics,partial_turn2
massage | registered massage therapist,Massage,progressive
colon screening | colonoscopy | found a polyp,Colonoscopy,progressive
custom knee support | left side | for my arthritis,"Brace, left knee (Custom)",progressive
registered OT for cognitive rehabilitation after my brain injury,Occupational Therapy,natural_diverse
purchased a Honeywell HCM-350 Cool Mist humidifier from Amazon,Humidifier (Table Top),brand_specific
submitting for a standard cane for my mother's balance issues,"Cane, standard",natural_diverse
the piece that covers my nose,"CPAP, APAP, BIPAP Mask",partial_turn2
foot specialist,Podiatry Treatment,vague_turn1
cold pack,Cold Therapy - Re-usable Items (purchase),vague_turn1
allergy scratch test on my arm,Scratch Test for Allergies,partial_turn2
Where do I file a claim for an x-ray?,X-Ray,question
internet therapy program,Digital Cognitive Behavioural Therapy,partial_turn2
"I submitted under 'Blood glucose meter' but it's actually the CGM receiver screen, not a finger prick meter",Glucose Monitoring System Receiver,wrong_guess
monthly contacts,Prescription Contacts,vague_turn1
my mother's knee stockings are the strong ones over 30 pressure,"Compression Stockings, knee length (30 mmhg & over)",natural_diverse
versa frame,Versa Frame (purchase),vague_turn1
submitting for orthodontic diagnostic records before braces start,Other Orthodontic/Dental Services (i.e. orthodontic records),natural_diverse
"full leg compression the firm ones thigh length, is this same category as knee ones","Compression Stockings, thigh/full (20-29 mmhg)",natural_diverse
sports injury specialist,Athletic Therapy,partial_turn2
alcohol swabs,Alcohol swabs,vague_turn1
regular underarm crutches,"Crutches, pair",partial_turn2
digital platform for cognitive behavioural therapy,Digital Cognitive Behavioural Therapy,partial_turn2
medical foot treatment not just nail care,Podiatry Treatment,partial_turn2
"aerochamber mask device for my young son's puffer, pediatric size",Aerochamber,natural_diverse
"thigh lenght compression, medium level, up to hip basically, how to claim","Compression Stockings, thigh/full (15-19 mmhg)",natural_diverse
sleep apnea | the face piece | seal is worn out needs replacing,"CPAP, APAP, BIPAP Mask",progressive
"not a psychologist, a counsellor",Clinical Counsellor,partial_turn2
"the mask, not the machine","CPAP, APAP, BIPAP Mask",partial_turn2
Which category for therapy with a registered psychologist?,Psychologist,question
"submitting for my wife's thigh high stockings, the medium pressure ones","Compression Stockings, thigh/full (15-19 mmhg)",natural_diverse
imaging test,MRI (Magnetic Resonance Imaging),vague_turn1
"hereditary cancer gene testing, genetic screening at the lab",Screening (for DNA/Genetic purposes),natural_diverse
orthotist measure my left knee and make special brace only for left side,"Brace, left knee (Custom)",esl_speaker
osteopathic treatment,Osteopath,vague_turn1
just bought it off the shelf,Brace (Non-custom),partial_turn2
the fee just for drawing blood,Blood Withdrawal Fee,partial_turn2
"it's just a plain walker with no wheels, why are there separate categories for wheeled and non-wheeled",Walker - non wheeled (purchase),complaint
"no wheels, just four legs",Walker - non wheeled (purchase),partial_turn2
CGM part | the transmitter | stopped working,Glucose Monitoring System Transmitter,progressive
had physiotherapy at pt Health clinic on Bank Street for my ACL recovery,Physiotherapy,brand_specific
cervical pillow,Cervical Pillow,vague_turn1
the simple frame kind,Walker - non wheeled (purchase),partial_turn2
brace | picked size medium from the rack,Brace (Non-custom),progressive
I picked 'Custom made foot orthotics' but these are just standard insoles from the pharmacy shelf,Standard foot orthotics or shoe inserts,wrong_guess
submitting for my dad's the prostate blood test test results fee,PSA Test (Prostate Specific Antigen),natural_diverse
"doctor say I need special test for eye, not normal check, special machine look inside eye for problem",Diagnostic Vision Test,esl_speaker
"I filed under 'Insulin Gun automatic' but it's actually a pump I wear 24/7, not a gun",Insulin infusion pump,wrong_guess
"chiropodist visit for foot care, different from podiatrist right",Chiropody (Foot Care) Treatment,natural_diverse
custom made shoes for my condition,Orthopaedic or custom made shoes,partial_turn2
licensed producer cannabis,Medical Cannabis,partial_turn2
submitting for physiotherapy for my husband's back,Physiotherapy,natural_diverse
estimate before procedure,Estimate/Pre-Authorization,vague_turn1
hearing assessment,Audiologist Services,vague_turn1
claiming athletic therapy for my son's sports injury,Athletic Therapy,natural_diverse
long socks | goes to thigh | pretty firm,"Compression Stockings, thigh/full (20-29 mmhg)",progressive
IV stand,IV Stand (purchase),vague_turn1
"clinical counsellor, psychologist, psychotherapist - what's the difference? mine is a clinical counsellor with CCC credentials",Clinical Counsellor,complaint
"submitting for acupuncture sessions, TCM practitioner does them",Acupuncture,natural_diverse
"ordering my cpap monthly supplies, tube filter headgear wearing out","CPAP, APAP, BIPAP Supplies",natural_diverse
my dentist says she needs to send in an estimate before starting my crown work so insurance can pre-approve it,Dental Estimate for Services,storyteller
"was admitted to the hospital for a few days, local hospital",Hospital (within your province),natural_diverse
RCC credentials,Clinical Counsellor,partial_turn2
sends electric pulses to my back,"Stimulator, muscle/nerve (TENS)",partial_turn2
blood draw fee blood draw,Blood Withdrawal Fee,natural_diverse
"went to the foot care clinic, she cut my nails and treated my calluses",Chiropody (Foot Care) Treatment,natural_diverse
"my daughter sees a clinical counsellor for test anxiety, need to claim her sessions",Clinical Counsellor,parent_or_dependent
therapy sessions | clinical counsellor | for my anxiety,Clinical Counsellor,progressive
"isopropyl alcohol swabs, use them before my under-skin injections daily",Alcohol swabs,natural_diverse
"After my second DVT my vascular doc put me in heavy duty knee-high stockings at 35 mmhg, they're so tight I need a donner to put them on","Compression Stockings, knee length (30 mmhg & over)",storyteller
wheeled walking thing,Walker - with wheels (purchase),vague_turn1
"these are medical grade STRONG compression not the drugstore kind, 30+mmhg knee","Compression Stockings, knee length (30 mmhg & over)",natural_diverse
Which category for a custom-made brace specifically for my left knee?,"Brace, left knee (Custom)",question
"my physio told me to get a special pillow for my neck, it's got a curved shape",Cervical Pillow,confused_student
the spring loaded insulin thing,Insulin Gun (automatic),vague_turn1
"this is CHIROPODY not podiatry, she just does the foot care not surgery",Chiropody (Foot Care) Treatment,natural_diverse
"a PAIR of regular crutches not forearm kind, the armpit ones","Crutches, pair",natural_diverse
bought a NovoPen Echo Plus manual injection assist from my diabetes supplier,Insulin Gun (manual),brand_specific
infusion set and reservoir replacements for my insulin pump,Insulin infusion pump supplies,natural_diverse
"I wear small machine on body all time, it give insulin slowly, not injection, it is pump",Insulin infusion pump,esl_speaker
"the lightest kind, not tight at all","Compression Stockings, any length (up to 14 mmhg)",partial_turn2
the hot pad,Heat Therapy - Re-usable items (purchase),vague_turn1
Filing for optical coherence tomography and automated visual field perimetry ordered for glaucoma suspect evaluation,Diagnostic Vision Test,detailed_clinical
bought the CGM receiver for my teenage son so he can monitor his glucose at school,Glucose Monitoring System Receiver,parent_or_dependent
"reusable heat pack for my arthritis, the microwaveable kind",Heat Therapy - Re-usable items (purchase),natural_diverse
social worker,Social Worker (Bachelors),vague_turn1
earplugs | custom molded | audiologist took impression of my ears,Ear Plugs (custom made),progressive
the finger prick machine,Blood glucose meter,vague_turn1
heel lift,Other foot care services (i.e. orthopedic shoe modification),vague_turn1
knee brace,"Brace, right knee (Custom)",vague_turn1
prescription safety glasses lab,Safety Glasses,terse
"my doctor prescribed marijuana for my chronic pain, the legal medical kind",Medical Cannabis,confused_student
transport wheelchair purchase,Transport Wheelchair,natural_diverse
submitting for a tabletop vaporizer for respiratory health,Vaporizer (table top),natural_diverse
needle therapy,Acupuncture,vague_turn1
urgent care | not hospital ER | walk in clinic emergency visit,Other emergency services,progressive
"I filed under 'thigh/full 20-29' but these are actually 40 mmhg, oops","Compression Stockings, thigh/full (30 mmhg & over)",wrong_guess
homeopathic treatment visit,Homeopathic Treatment,natural_diverse
"need to submit for crutches, the standard ones, hurt my foot playing soccer","Crutches, pair",natural_diverse
my medication,Drug,vague_turn1
Where do I claim a wig purchased for medical hair loss?,Wig,question
emergency medical service other,Other emergency services,terse
I filed under 'Brace left knee Custom' by mistake but it's for my right knee,"Brace, right knee (Custom)",wrong_guess
"the prostate blood test test not a general blood test, specifically for prostate screening",PSA Test (Prostate Specific Antigen),natural_diverse
the prostate blood test blood work ordered by my urologist,PSA Test (Prostate Specific Antigen),natural_diverse
athletic therapy,Athletic Therapy,vague_turn1
"I buy the small screen that show glucose number from sensor, it is receiver not the sensor",Glucose Monitoring System Receiver,esl_speaker
"I had to call 911 and they took me in an ambulance, how do I submit the bill?",Ambulance,confused_student
"post ACL repair custom right knee brace, physio referred me to orthotist","Brace, right knee (Custom)",natural_diverse
"dentist gave me an estimate before doing the work, need pre-approval",Dental Estimate for Services,natural_diverse
bedside humidifier doctor suggested,Humidifier (Table Top),partial_turn2
submitting for my sleep study test fee,Sleep Study,natural_diverse
"putting in for my dad's knee length compression socks, medium compression","Compression Stockings, knee length (15-19 mmhg)",natural_diverse
"REUSABLE cold pack not a one time ice bag, the gel kind for freezer",Cold Therapy - Re-usable Items (purchase),natural_diverse
Claiming individual therapy sessions with a Canadian Certified Counsellor registered with the CCPA,Clinical Counsellor,detailed_clinical
social work therapy,Social Worker (Masters level),vague_turn1
"I saw someone about my eating, she's a registered dietitian who makes meal plans",Dietitian Services,confused_student
"PRIVATE X-RAY not covered by provincial, paid out of pocket",X-Ray,natural_diverse
"I buy two crutch that go under arm, regular type, pair together","Crutches, pair",esl_speaker
pre-authorization | submitting estimate | need approval first,Estimate/Pre-Authorization,progressive
heating pad | electric | for my chronic back pain daily,Heat Therapy - Re-usable items (purchase),progressive
"knee socks | pretty firm, hard to pull up","Compression Stockings, knee length (20-29 mmhg)",progressive
"my provider is specifically a REGISTERED PSYCHOTHERAPIST, not a psychologist or counsellor, RP designation",Psychotherapist,complaint
records before braces start,Other Orthodontic/Dental Services (i.e. orthodontic records),partial_turn2
SPEECH THERAPY by an speech therapist not just a consultation,Speech Therapy,natural_diverse
"seeing an RP for my OCD treatment, not a psychologist but a psychotherapist",Psychotherapist,natural_diverse
walking stick | regular cane | not the four footed kind,"Cane, standard",progressive
psychologist therapy sessions,Psychologist,terse
"hearing aids, both ears",Hearing Aids,partial_turn2
steam device | small vaporizer | doctor suggested for my breathing,Vaporizer (table top),progressive
extra eye test,Diagnostic Vision Test,vague_turn1
MRI,MRI (Magnetic Resonance Imaging),vague_turn1
continuous delivery pump,Insulin infusion pump,partial_turn2
Filing for patient-specific custom-fabricated biomechanical foot orthoses manufactured from three-dimensional foot impressions,Custom made foot orthotics,detailed_clinical
dentist did a filling,Dental Services,partial_turn2
"I buy contact lens for eye, doctor give prescription, I wear lens not glass",Prescription Contacts,esl_speaker
admitted to hospital,Hospital (within your province),vague_turn1
"teen got braces, claiming the startup fee and monthly visits",Orthodontic Services (Braces - initial and monthly fee),natural_diverse
What category do I use for replacement sensors for my continuous glucose monitor?,Glucose Monitoring System Supplies/Sensors,question
submitting treatment estimate for my planned surgery,Estimate/Pre-Authorization,natural_diverse
TCM treatment,Acupuncture,vague_turn1
walker,Walker - non wheeled (purchase),vague_turn1
claiming the ambulatory BP test for my spouse who wore the monitor for a full day,Ambulatory Blood Pressure Test,parent_or_dependent
"I buy special medical thing doctor recommend, but I cannot find right category for it",Other medical items,esl_speaker
bought for home treatment,IV Stand (purchase),partial_turn2
"hearing test audiogram, had to press button when i heard the beeps",Audiometric Exam,natural_diverse
flat pan | for bedridden use | not the commode,Bedpan,progressive
Which category for a tabletop vaporizer that produces steam?,Vaporizer (table top),question
"custom right knee brace for runner's knee, expensive but necessary","Brace, right knee (Custom)",natural_diverse
"went to urgent care not the ER, out of pocket charge",Other emergency services,natural_diverse
braces,Orthodontic Services (Braces - initial and monthly fee),vague_turn1
I had that scan where they put gel on you and use a wand to see inside,Ultrasound,confused_student
my doctor thinks my blood pressure spikes only at the clinic so she ordered a 24-hour portable monitor test,Ambulatory Blood Pressure Test,storyteller
medic alert | for my severe allergy | doctor recommended,Medic Alert Bracelet,progressive
submitting after provincial insurance covered their portion,Provincial Replacement Plan,natural_diverse
"submitting for my husband's chiropractic visits, his neck is bad",Chiropractic,natural_diverse
"I go to naturopath doctor, she give natural medicine and talk about food and lifestyle",Naturopathic Treatment,esl_speaker
Submitting a receipt for prefabricated over-the-counter biomechanical arch support insoles for plantar fasciitis,Standard foot orthotics or shoe inserts,detailed_clinical
"contacts, not glasses! I keep accidentally selecting the glasses category for my prescription contacts",Prescription Contacts,complaint
fiberglass cast fracture,"Cast, fiberglass",natural_diverse
Claiming a comprehensive environmental and food allergen skin prick testing panel performed by a certified allergist,Scratch Test for Allergies,detailed_clinical
ultrasound diagnostic imaging,Ultrasound,natural_diverse
I went to the physio for rehab exercises after my rotator cuff surgery,Physiotherapy,confused_student
reusable ice pack cold therapy,Cold Therapy - Re-usable Items (purchase),natural_diverse
"I chose 'Insulin Gun automatic' but mine is actually manual, you press it by hand",Insulin Gun (manual),wrong_guess
private MRI scan imaging,MRI (Magnetic Resonance Imaging),natural_diverse
adult briefs and underpads for my father's bladder condition,Incontinence Supplies,natural_diverse
CGM piece stopped working,Glucose Monitoring System Transmitter,vague_turn1
ostomy supplies pouch,Ostomy,natural_diverse
"my son got hit by a ball at recess and cracked his front teeth, claiming the emergency dental",Dental Accident,parent_or_dependent
foot clinic | chiropodist | basic foot care treatment,Chiropody (Foot Care) Treatment,progressive
my child needs vision therapy for a lazy eye and it doesn't fit any other category,Other vision services (i.e. safety glasses),parent_or_dependent
peak flow meter | blow into it | check my asthma control at home,Peak Flow Meter,progressive
"blood sugar device | the meter itself, not the strips",Blood glucose meter,progressive
"OSTEOPATH not chiropractor, different hands-on manipulation approach",Osteopath,natural_diverse
"long stockings | extremely tight, full leg","Compression Stockings, thigh/full (30 mmhg & over)",progressive
had a chiropractic session at Back in Motion clinic on Bank Street,Chiropractic,brand_specific
orthodontic braces initial monthly fee,Orthodontic Services (Braces - initial and monthly fee),natural_diverse
"I submitted under 'Walker with wheels' but mine has no wheels at all, just rubber tips",Walker - non wheeled (purchase),wrong_guess
"DIETITIAN not a nutritionist, she has her RD designation",Dietitian Services,natural_diverse
"I buy new mask for my CPAP machine, the part that cover nose when sleeping","CPAP, APAP, BIPAP Mask",esl_speaker
medical bracelet | with my condition info | for emergencies,Medic Alert Bracelet,progressive
back adjustment,Chiropractic,vague_turn1
"shoe inserts | off the shelf, not custom",Standard foot orthotics or shoe inserts,progressive
the electrode pad device,"Stimulator, muscle/nerve (TENS)",vague_turn1
What category for having my regular shoes modified with orthopedic adjustments?,Other foot care services (i.e. orthopedic shoe modification),question
Which category for a commode that has wheels on it?,Wheeled Commode (purchase),question
"calf sleev without the foot part, for running do i claim this","Compression Calf Sleeves/Tights (footless), any length",natural_diverse
tight knee socks | super firm | vascular surgeon said I need the strongest,"Compression Stockings, knee length (30 mmhg & over)",progressive
seeing a psychotherapist,Psychotherapist,vague_turn1
medical item,Other medical items,vague_turn1
had my Oticon hearing aid repaired and re-tubed at HearingLife,Other hearing services,brand_specific
pills | picked up at pharmacy | prescribed for my condition,Drug,progressive
eyewear,Prescription Glasses,vague_turn1
claiming chiropractic visits for my wife's lower back pain from pregnancy,Chiropractic,parent_or_dependent
"I chose 'Glucose Monitoring System Supplies/Sensors' but this is the reusable transmitter, not a disposable sensor",Glucose Monitoring System Transmitter,wrong_guess
"the sticky pads, not the machine","Stimulator, supplies",partial_turn2
naturopath naturopath visit,Naturopathic Treatment,natural_diverse
after my hip surgery for the toilet,Raised Toilet seat (purchase),partial_turn2
the plastic spacer thing that goes on my ventolin inhaler,Aerochamber,natural_diverse
"need to claim very firm leg socks, prescribed after blood clot","Compression Stockings, knee length (30 mmhg & over)",natural_diverse
TB test | the skin injection | for my new job requirement,TB Test/Mantoux,progressive
speech language pathology therapy,Speech Therapy,natural_diverse
had a naturopathic consultation at the Ottawa Integrative Health Centre,Naturopathic Treatment,brand_specific
"I buy new glass for see, doctor write prescription and I get glass made at store",Prescription Glasses,esl_speaker
saw my massage therapist for my chronic shoulder pain,Massage,natural_diverse
claiming my father's colonoscopy procedure at the endoscopy clinic,Colonoscopy,parent_or_dependent
acupuncture | needles in my back | for chronic pain,Acupuncture,progressive
knee high compression socks medium pressure,"Compression Stockings, knee length (15-19 mmhg)",natural_diverse
doctor of podiatry treated my fungal nail infection medically,Podiatry Treatment,natural_diverse
dental plan,Dental Estimate for Services,vague_turn1
vision | orthoptic training | 12 sessions prescribed,Other vision services (i.e. safety glasses),progressive
"After standing all day at my retail job my legs ache, so I got knee-high compression socks at about 18 mmhg","Compression Stockings, knee length (15-19 mmhg)",storyteller
registered speech therapist working with my son on his language delay,Speech Therapy,natural_diverse
peak flow meter asthma,Peak Flow Meter,terse
compression gloves | not stockings | for my arthritis,Other garment brace services (i.e. compression gloves),progressive
registered audiologist did comprehensive hearing evaluation,Audiologist Services,natural_diverse
submitting for long term care home expenses for my father,Nursing Home and Long Term Care,natural_diverse
DNA screening for hereditary conditions,Screening (for DNA/Genetic purposes),partial_turn2
"had to call an ambulance, heart issue, do i claim this",Ambulance,natural_diverse
"half bed rail for my senior mother, helps her get in and out of bed",Bed Rails (purchase),natural_diverse
had speech therapy at the Children's Hospital of Eastern Ontario for my son's articulation disorder,Speech Therapy,brand_specific
I couldn't wait 6 months for a public MRI so I paid out of pocket at a private clinic for my knee scan,MRI (Magnetic Resonance Imaging),storyteller
"I got the crutch that has a ring around my forearm, not the underarm type",Forearm Crutch (purchase),confused_student
Does it matter if my social worker has a bachelor's vs master's degree? Mine has a BSW,Social Worker (Bachelors),question
"MEDIC ALERT not just a bracelet, the emergency notification system",Medic Alert Bracelet,natural_diverse
genetic DNA screening test,Screening (for DNA/Genetic purposes),terse
hearing test,Audiometric Exam,vague_turn1
medical marijuana rx claim,Medical Cannabis,terse
homeopath | not naturopath | different treatment | for my fatigue,Homeopathic Treatment,progressive
submitting for osteopathy sessions for my chronic pain,Osteopath,natural_diverse
spent the night at the sleep clinic with all the wires attached,Sleep Study,natural_diverse
the face piece for my cpap,"CPAP, APAP, BIPAP Mask",vague_turn1
"AUDIOLOGIST not just a hearing test, professional assessment service",Audiologist Services,natural_diverse
I put this under 'Brace Non-custom' but it's actually a custom brace for my left knee,"Brace, left knee (Custom)",wrong_guess
"monthly contact lenses for my nearsightedness, prescription type",Prescription Contacts,natural_diverse
What category for a prescription cervical support pillow?,Cervical Pillow,question
cannabis oil prescribed by my doctor for pain and nausea,Medical Cannabis,natural_diverse
knee brace,"Brace, left knee (Custom)",vague_turn1
added a heel lift to my shoe,Other foot care services (i.e. orthopedic shoe modification),partial_turn2
bought bed rails for my elderly mother so she doesn't fall out of bed,Bed Rails (purchase),natural_diverse
"ordering my monthly dexcom sensors, going on arm to track sugar",Glucose Monitoring System Supplies/Sensors,natural_diverse
bought a heating pad for my chronic back pain,Heat Therapy - Re-usable items (purchase),natural_diverse
emergency visit,Other emergency services,vague_turn1
part that sends the data,Glucose Monitoring System Transmitter,vague_turn1
I picked 'Crutches pair' but mine is actually a forearm crutch with an elbow cuff,Forearm Crutch (purchase),wrong_guess
"routine colonoscopy at 50, and they removed a small polyp",Colonoscopy,natural_diverse
"the AUTOMATIC one not manual, it triggers the injection automatically",Insulin Gun (automatic),natural_diverse
submitting for a therapeutic neck pillow prescribed by my chiropractor,Cervical Pillow,natural_diverse
buying a forearm crutch for my spouse who needs long-term mobility support,Forearm Crutch (purchase),parent_or_dependent
"the pen device, reusable with cartridges",Insulin Pen Injector,partial_turn2
submitting for humidifier prescribed for my chronic sinus issues,Humidifier (Table Top),natural_diverse
MedicAlert ID bracelet,Medic Alert Bracelet,terse
specialist consultation other,Other health specialists,natural_diverse
therapeutic not relaxation,Massage,partial_turn2
paramedic fee,Ambulance,vague_turn1
"it's a MANUAL gun not automatic, I don't understand why there are two separate categories for basically the same thing",Insulin Gun (manual),complaint
"VERSA FRAME not a raised seat, the frame that goes around the toilet",Versa Frame (purchase),natural_diverse
I prefer having control over the injection speed so I use a manual insulin gun where I push the plunger myself,Insulin Gun (manual),storyteller
"my son broke his leg, need to claim the crutches we bought","Crutches, pair",natural_diverse
the beep test,Audiometric Exam,vague_turn1
custom leg support,"Brace, AFO/KAFO (Custom)",vague_turn1
