text,label,style
Submitting for a manually-operated insulin injection gun device for assisted subcutaneous insulin administration,Insulin Gun (manual),detailed_clinical
custom left knee brace claim,"Brace, left knee (Custom)",terse
had shoe modifications done at Aetrex-certified pedorthist at BioPed clinic,Other foot care services (i.e. orthopedic shoe modification),brand_specific
What category for an app-based cognitive behavioural therapy program?,Digital Cognitive Behavioural Therapy,question
Which category for full-length compression stockings at 15-19 mmHg that go up to the thigh?,"Compression Stockings, thigh/full (15-19 mmhg)",question
I got this special foot and ankle brace thing that was made just for me at the orthotics place,"Brace, AFO/KAFO (Custom)",confused_student
"After my second DVT my vascular doc put me in heavy duty knee-high stockings at 35 mmhg, they're so tight I need a donner to put them on","Compression Stockings, knee length (30 mmhg & over)",storyteller
"my vision service doesn't fit ANY of the specific categories - it's vision therapy, not an exam or glasses or contacts",Other vision services (i.e. safety glasses),complaint
I just went for a regular eye checkup to see if I need new glasses,Eye Exam,confused_student
I had blood work done but it's not allergy testing or any of the specific tests listed,Other laboratory and diagnostic tests,confused_student
What's the right category for store-bought shoe inserts that aren't custom-made?,Standard foot orthotics or shoe inserts,question
new prescription glasses,Prescription Glasses,terse
bought a Drive Medical folding steel bedside commode from Medichair,Stationary Commode (purchase),brand_specific
"I buy brace for my ankle at store, it is not special made, just regular one",Brace (Non-custom),esl_speaker
Submitting for disposable hypoallergenic air filters and heated tubing for CPAP system maintenance,"CPAP, APAP, BIPAP Supplies",detailed_clinical
"I use app on phone for CBT therapy, it is online program, not go to office, do at home",Digital Cognitive Behavioural Therapy,esl_speaker
hearing aid purchase claim,Hearing Aids,terse
"there's automatic and manual insulin guns plus pens and pumps, mine is the automatic GUN not a pen",Insulin Gun (automatic),complaint
submitted my Tao Healing Arts acupuncture receipt from the Centretown clinic,Acupuncture,brand_specific
"I fell off my bike and knocked out my front tooth, is that different from regular dental?",Dental Accident,confused_student
bought a reusable ice wrap for my daughter's knee after her volleyball game,Cold Therapy - Re-usable Items (purchase),parent_or_dependent
I was just diagnosed with diabetes and my pharmacist helped me pick out a basic blood sugar meter that uses finger pricks,Blood glucose meter,storyteller
claiming insulin pump supplies for my daughter - new infusion sets and reservoirs,Insulin infusion pump supplies,parent_or_dependent
claiming my spouse's therapy sessions with a master's level social worker for grief counselling,Social Worker (Masters level),parent_or_dependent
purchased a box of OneTouch Delica Plus lancets from Rexall,Lancet,brand_specific
I need crutches long-term for my disability so my physio recommended forearm crutches that wrap around my arm instead of going under my armpit,Forearm Crutch (purchase),storyteller
"I submitted under 'Insulin Pen Injector' but it's actually an automatic insulin gun, not a pen",Insulin Gun (automatic),wrong_guess
bed safety rails purchase,Bed Rails (purchase),terse
I was admitted to The Ottawa Hospital Civic Campus for three days after surgery,Hospital (within your province),storyteller
"I'm claiming the entire SHOES not just orthotics, these were custom built by an orthotist for my feet",Orthopaedic or custom made shoes,complaint
"my orthodontist took x-rays and impressions before starting treatment, it's separate from the braces",Other Orthodontic/Dental Services (i.e. orthodontic records),confused_student
getting thigh-high 15 mmhg compression stockings for my pregnant wife,"Compression Stockings, thigh/full (15-19 mmhg)",parent_or_dependent
orthodontic records x-rays,Other Orthodontic/Dental Services (i.e. orthodontic records),terse
"I have long stockings that go all the way up my thigh, mild pressure, maybe 15 or so?","Compression Stockings, thigh/full (15-19 mmhg)",confused_student
hospital stay provincial claim,Hospital (within your province),terse
What do I select for thigh-high compression stockings rated 20-29 mmHg?,"Compression Stockings, thigh/full (20-29 mmhg)",question
got 2XU compression calf sleeves from Running Room,"Compression Calf Sleeves/Tights (footless), any length",brand_specific
my grandfather is bedridden after his fall and we bought a bedside urinal for him,Urinal (purchase),parent_or_dependent
medical marijuana rx claim,Medical Cannabis,terse
My dad has trouble walking long distances so I got him a nice rollator with a seat so he can rest when he gets tired,Walker - with wheels (purchase),storyteller
Which category for a fiberglass cast I had applied at the hospital?,"Cast, fiberglass",question
"Filing for routine prophylaxis, bitewing radiographs, and composite resin restoration at a general dental practice",Dental Services,detailed_clinical
custom compression stockings claim,"Compression Stockings, custom, any length",terse
"my shoe is change by foot doctor, he add special part inside, not new shoe, just change old shoe",Other foot care services (i.e. orthopedic shoe modification),esl_speaker
I had a full metabolic panel and thyroid function test done at LifeLabs,Other laboratory and diagnostic tests,storyteller
"I got the walker that you can push and roll around, it has a seat and wheels",Walker - with wheels (purchase),confused_student
"I chose 'Insulin Gun automatic' but mine is actually manual, you press it by hand",Insulin Gun (manual),wrong_guess
I filed under 'Brace left knee Custom' by mistake but it's for my right knee,"Brace, right knee (Custom)",wrong_guess
What's the right category for prescription safety eyewear for work?,Safety Glasses,question
bought a pair of Stander EZ Adjust bed rails for my father's bed,Bed Rails (purchase),brand_specific
"just regular prescription glasses, not safety glasses or contacts, just normal glasses with my prescription",Prescription Glasses,complaint
claiming my daughter's orthodontic records including panoramic x-ray and photos taken before braces,Other Orthodontic/Dental Services (i.e. orthodontic records),parent_or_dependent
Which category for a tabletop vaporizer that produces steam?,Vaporizer (table top),question
"I got compression gloves for my arthritis, they're not stockings or a regular brace",Other garment brace services (i.e. compression gloves),confused_student
taking my elderly father for chiropody foot care appointments every month for his diabetic feet,Chiropody (Foot Care) Treatment,parent_or_dependent
I found this great social worker through my EAP and after checking her credentials I saw she has a BSW from Carleton,Social Worker (Bachelors),storyteller
PSA prostate blood test,PSA Test (Prostate Specific Antigen),terse
I bought a medical device but I can't find it in any of the specific categories,Other medical items,confused_student
"I selected 'Eye Exam' but this was actually a diagnostic test for glaucoma, not a regular exam",Diagnostic Vision Test,wrong_guess
pre-auth medical estimate,Estimate/Pre-Authorization,terse
"they took my blood to check what I'm allergic to, like food and pollen allergies",Blood test for Allergies (IG test not eligible),confused_student
x-ray imaging fracture,X-Ray,terse
"replacing my child's CGM transmitter unit, it's the piece that sends data to the receiver",Glucose Monitoring System Transmitter,parent_or_dependent
Where do I claim a standard single-point walking cane?,"Cane, standard",question
aerochamber spacer puffer,Aerochamber,terse
I bought a metal pole with hooks to hang IV bags at home,IV Stand (purchase),confused_student
glucometer purchase,Blood glucose meter,terse
"picked left knee by accident last time, it's actually my RIGHT knee custom brace, had to resubmit","Brace, right knee (Custom)",complaint
"the lab charged me just for taking the blood, separate from the actual test",Blood Withdrawal Fee,confused_student
"these are the long ones that go way up past my knee to my upper leg, 25 mmhg","Compression Stockings, thigh/full (20-29 mmhg)",confused_student
Where do I file the ambulance transport bill?,Ambulance,question
ordered Jobst Elvarex thigh-high 34-46 mmHg flat-knit from my lymphedema clinic,"Compression Stockings, thigh/full (30 mmhg & over)",brand_specific
had speech therapy at the Children's Hospital of Eastern Ontario for my son's articulation disorder,Speech Therapy,brand_specific
claiming a comprehensive blood panel for my spouse that doesn't fit the specific test categories,Other laboratory and diagnostic tests,parent_or_dependent
"I buy the machine that push needle by itself for insulin, automatic type, you just press button",Insulin Gun (automatic),esl_speaker
my father's vascular doctor prescribed 30+ mmhg knee compression stockings and I'm helping him file,"Compression Stockings, knee length (30 mmhg & over)",parent_or_dependent
I'm afraid of needles so my diabetes educator recommended an automatic insulin gun that does the injection for you at the push of a button,Insulin Gun (automatic),storyteller
"Claiming a chiropody treatment session including nail care, callus debridement, and biomechanical assessment",Chiropody (Foot Care) Treatment,detailed_clinical
clinical counsellor sessions,Clinical Counsellor,terse
"I go to naturopath doctor, she give natural medicine and talk about food and lifestyle",Naturopathic Treatment,esl_speaker
"picking up light compression socks for my mom, they're under 14 mmhg for her swollen ankles","Compression Stockings, any length (up to 14 mmhg)",parent_or_dependent
they strapped a BP cuff on me that took readings all day and night for 24 hours,Ambulatory Blood Pressure Test,confused_student
custom orthopaedic shoes,Orthopaedic or custom made shoes,terse
filled my Synthroid prescription at the Shoppers Drug Mart pharmacy,Drug,brand_specific
"I got these tight leg things but they don't have the foot part, what do I pick?","Compression Calf Sleeves/Tights (footless), any length",confused_student
I've been sneezing nonstop so my allergist ordered blood work to figure out what I'm reacting to,Blood test for Allergies (IG test not eligible),storyteller
What category for a breast pump I purchased for nursing?,Breast Pump (purchase),question
"My old CGM transmitter died after three months so I need a new one, it's the part that snaps into the sensor and sends readings to my phone",Glucose Monitoring System Transmitter,storyteller
Which category for therapy with a registered psychologist?,Psychologist,question
ostomy supplies bags,Ostomy,terse
bought a steam vaporizer for my child's room to help with croup and congestion,Vaporizer (table top),parent_or_dependent
Submitting under the provincial replacement plan for services eligible under the Ontario Health Insurance Plan,Provincial Replacement Plan,detailed_clinical
I went in that big tube machine that takes pictures of the inside of your body,MRI (Magnetic Resonance Imaging),confused_student
my daughter fell off the monkey bars so we went for an x-ray to check if anything is broken,X-Ray,parent_or_dependent
My TENS electrode pads lost their stickiness after a month of use so I ordered a bulk pack of replacements,"Stimulator, supplies",storyteller
"I went to someone who gave me little sugar pills and drops, called a homeopath",Homeopathic Treatment,confused_student
"this isn't a regular brace, it's a custom AFO that was molded to my leg, the categories are so confusing","Brace, AFO/KAFO (Custom)",complaint
I need to claim a hearing test my employer required for workplace noise exposure,Audiometric Exam,storyteller
"Which category for a replacement CPAP mask, not the machine itself?","CPAP, APAP, BIPAP Mask",question
Where do I claim services from a certified audiologist?,Audiologist Services,question
medical wig hair loss,Wig,terse
I think these go under 'Other garment brace services' but they're actually footless compression tights,"Compression Calf Sleeves/Tights (footless), any length",wrong_guess
raised toilet seat purchase,Raised Toilet seat (purchase),terse
CGM transmitter piece,Glucose Monitoring System Transmitter,terse
My eye exam showed my prescription changed so I picked new frames and got progressive lenses made up,Prescription Glasses,storyteller
my doctor recommended genetic testing because breast cancer runs in our family,Screening (for DNA/Genetic purposes),storyteller
Claiming bilateral weight-bearing anteroposterior and lateral radiographic imaging of the knees,X-Ray,detailed_clinical
What category for a lightweight transport wheelchair that folds for travel?,Transport Wheelchair,question
home care aide services,In Home Support Services,terse
I'm over 50 and my GP recommended yearly PSA screening so I got the blood test done,PSA Test (Prostate Specific Antigen),storyteller
"I go to clinic to sleep one night, they put wire on me and watch how I breathe",Sleep Study,esl_speaker
purchased an Amoena Isadora mastectomy bra from Lady Grace,Mastectomy bra,brand_specific
had a DonJoy Defiance custom left knee brace made at Promedics,"Brace, left knee (Custom)",brand_specific
I've been dealing with TMJ pain so I started seeing an osteopath who does cranial work,Osteopath,storyteller
compression socks under 14mmhg,"Compression Stockings, any length (up to 14 mmhg)",terse
fiberglass cast fracture,"Cast, fiberglass",terse
bought a NovoPen Echo Plus manual injection assist from my diabetes supplier,Insulin Gun (manual),brand_specific
blood allergy panel test,Blood test for Allergies (IG test not eligible),terse
my child needs vision therapy for a lazy eye and it doesn't fit any other category,Other vision services (i.e. safety glasses),parent_or_dependent
osteopath treatment session,Osteopath,terse
"I go to a therapist and their license says registered psychotherapist, how is that different from psychologist?",Psychotherapist,confused_student
Claiming psychotherapy sessions with a Registered Psychotherapist licensed by the College of Registered Psychotherapists of Ontario,Psychotherapist,detailed_clinical
I got varicose veins during pregnancy and my OB told me to get thigh-high stockings at about 15 mmhg for the swelling,"Compression Stockings, thigh/full (15-19 mmhg)",storyteller
"I picked up medicine the doctor prescribed, just regular pills from the pharmacy",Drug,confused_student
purchased a Drive Medical Fly-Lite transport wheelchair from Amazon,Transport Wheelchair,brand_specific
mastectomy bra prosthetic,Mastectomy bra,terse
I had that scan where they put gel on you and use a wand to see inside,Ultrasound,confused_student
What category for treatment sessions with a licensed homeopath?,Homeopathic Treatment,question
"I need buy more sensor patch for glucose machine, the one you stick on arm",Glucose Monitoring System Supplies/Sensors,esl_speaker
Which category for a custom-made brace specifically for my left knee?,"Brace, left knee (Custom)",question
"I filed under the wrong pressure level last time, these are definitely 20-29 mmhg knee length, had to redo the whole claim","Compression Stockings, knee length (20-29 mmhg)",complaint
I selected 'Brace left knee Custom' but it's actually a generic one from the store,Brace (Non-custom),wrong_guess
I saw someone called an athletic therapist at the sports medicine place,Athletic Therapy,confused_student
shower chair purchase claim,Bath Bench/Chair (purchase),terse
CGM receiver device,Glucose Monitoring System Receiver,terse
I got a little tube thing I blow into to check my lung function at home,Peak Flow Meter,confused_student
genetic DNA screening test,Screening (for DNA/Genetic purposes),terse
"none of the specific mental health categories match my provider type, she's a certified therapeutic counsellor, where does that go?",Other mental health services,complaint
How do I submit a dental treatment estimate for pre-authorization?,Dental Estimate for Services,question
"this is NOT a regular eye exam, it's a diagnostic test the specialist ordered, different thing entirely",Diagnostic Vision Test,complaint
Submitting a comprehensive dental treatment plan estimate for prior authorization of recommended restorative procedures,Dental Estimate for Services,detailed_clinical
claiming an insulin infusion pump for my teenage daughter who was recently diagnosed with type 1 diabetes,Insulin infusion pump,parent_or_dependent
breast pump electric purchase,Breast Pump (purchase),terse
I got that metal frame thing that goes around the toilet to help me stand up,Versa Frame (purchase),confused_student
"Where do I claim a manual insulin injection gun, not the automatic kind?",Insulin Gun (manual),question
Where do I claim a wig purchased for medical hair loss?,Wig,question
underarm crutches pair,"Crutches, pair",terse
"I buy the small screen that show glucose number from sensor, it is receiver not the sensor",Glucose Monitoring System Receiver,esl_speaker
"my daughter started a co-op in a lab and needs prescription safety glasses, claiming the cost",Safety Glasses,parent_or_dependent
Filing for skilled in-home personal support worker services for post-operative activities of daily living assistance,In Home Support Services,detailed_clinical
I tried traditional talk therapy but it wasn't working so I started seeing a drama therapist and it's been really helpful for my PTSD,Other mental health services,storyteller
audiologist hearing assessment,Audiologist Services,terse
insulin pen device claim,Insulin Pen Injector,terse
claiming MSW social worker sessions booked through BetterHelp,Social Worker (Masters level),brand_specific
What's the right category for orthotics that were custom-made from a mold of my feet?,Custom made foot orthotics,question
"I saw someone who does manual therapy on my muscles and joints, an osteopath",Osteopath,confused_student
I bought a gel thing you freeze and put on your sore muscles,Cold Therapy - Re-usable Items (purchase),confused_student
"my social worker she have master degree, MSW, she do therapy for my stress",Social Worker (Masters level),esl_speaker
bought Juzo Soft thigh-high 15-20 mmHg with open toe from HealthKart,"Compression Stockings, thigh/full (15-19 mmhg)",brand_specific
Claiming a pair of standard axillary crutches with padded handgrips and underarm cushions,"Crutches, pair",detailed_clinical
"I signed up for an online therapy program on my phone, it's CBT but not with a real person in a room",Digital Cognitive Behavioural Therapy,confused_student
I submitted under 'Standard foot orthotics or shoe inserts' but mine were custom-made from a foot impression,Custom made foot orthotics,wrong_guess
"I go to lab for blood test, doctor want check vitamin D in my body",Vitamin D Test,esl_speaker
"Submitting for a four-wheeled rollator with hand brakes, padded seat, and storage basket for ambulatory mobility assistance",Walker - with wheels (purchase),detailed_clinical
ordered Sigvaris Essential Opaque knee-high 30-40 mmHg through my clinic,"Compression Stockings, knee length (30 mmhg & over)",brand_specific
Where do I submit a claim for shoes that were custom-made for my foot condition?,Orthopaedic or custom made shoes,question
MedicAlert ID bracelet,Medic Alert Bracelet,terse
"Claiming a standard aluminum folding pickup walker with non-skid rubber ferrules, non-wheeled",Walker - non wheeled (purchase),detailed_clinical
"my physio told me to get a special pillow for my neck, it's got a curved shape",Cervical Pillow,confused_student
bought a MedicAlert bracelet for my son who has a severe peanut allergy,Medic Alert Bracelet,parent_or_dependent
"someone came to my house to help me with stuff after my surgery, like a home nurse",In Home Support Services,confused_student
"I buy two crutch that go under arm, regular type, pair together","Crutches, pair",esl_speaker
"my therapist is a PSYCHOLOGIST with a doctorate, not a psychotherapist or counsellor, the categories need better descriptions",Psychologist,complaint
I tried 'Eye Exam' but this is actually vision therapy sessions for convergence issues,Other vision services (i.e. safety glasses),wrong_guess
purchased a replacement Dexcom G6 transmitter from my diabetes clinic,Glucose Monitoring System Transmitter,brand_specific
"I lose hair because of medicine treatment, I buy wig to cover head",Wig,esl_speaker
emergency medical service other,Other emergency services,terse
phlebotomy draw fee,Blood Withdrawal Fee,terse
I did a sleep study and they said I have sleep apnea so I just bought my own CPAP machine from the sleep clinic,"CPAP, APAP, BIPAP Machine",storyteller
I bought something that makes the toilet higher so it's easier to sit down and stand up,Raised Toilet seat (purchase),confused_student
I need to get pre-approval from GreenShield before my procedure so my provider submitted an estimate,Estimate/Pre-Authorization,storyteller
"I chose 'thigh/full 30 and over' but my receipt says 25 mmhg, wrong category","Compression Stockings, thigh/full (20-29 mmhg)",wrong_guess
purchased a case of Tena Intimates overnight pads from Well.ca,Incontinence Supplies,brand_specific
claiming a post-mastectomy bra for my mother after her breast cancer surgery,Mastectomy bra,parent_or_dependent
tabletop steam vaporizer,Vaporizer (table top),terse
I submitted under 'Forearm Crutch' but these are regular underarm crutches,"Crutches, pair",wrong_guess
mammogram breast screening,Mammogram,terse
Filing for clinical counselling sessions with a Registered Social Worker credentialed with a Master of Social Work degree,Social Worker (Masters level),detailed_clinical
I picked 'Custom made foot orthotics' but these are just standard insoles from the pharmacy shelf,Standard foot orthotics or shoe inserts,wrong_guess
"my daughter sees a clinical counsellor for test anxiety, need to claim her sessions",Clinical Counsellor,parent_or_dependent
"I buy small device that send sugar number to phone, it connect to sensor, it is transmitter part",Glucose Monitoring System Transmitter,esl_speaker
I submitted under 'Psychotherapist' but my therapist is actually a Canadian Certified Clinical Counsellor,Clinical Counsellor,wrong_guess
I bought a small humidifier for my bedroom to help with dry air,Humidifier (Table Top),confused_student
Claiming CSA Z94.3 certified prescription polycarbonate safety spectacles with side shields for occupational hazard protection,Safety Glasses,detailed_clinical
transport wheelchair lightweight,Transport Wheelchair,terse
purchasing a stationary commode for my grandmother's bedroom since she can't walk to the bathroom,Stationary Commode (purchase),parent_or_dependent
I selected 'Brace Non-custom' but mine is a custom ankle-foot orthosis made by an orthotist,"Brace, AFO/KAFO (Custom)",wrong_guess
installed a versa frame around the toilet for my elderly mother's bathroom safety,Versa Frame (purchase),parent_or_dependent
thigh high 30+ mmhg stockings,"Compression Stockings, thigh/full (30 mmhg & over)",terse
"I buy electric machine that make my muscle feel better, it send small shock through pad on skin","Stimulator, muscle/nerve (TENS)",esl_speaker
provincial plan replacement claim,Provincial Replacement Plan,terse
I picked 'Walker non wheeled' but mine actually has four wheels and brakes,Walker - with wheels (purchase),wrong_guess
Which category for an IV pole I bought for home infusion therapy?,IV Stand (purchase),question
"doctor say I need strong sock for knee, 25 mmhg, I buy from pharmacy","Compression Stockings, knee length (20-29 mmhg)",esl_speaker
thigh length 20-29 mmhg compression,"Compression Stockings, thigh/full (20-29 mmhg)",terse
nursing home long term care,Nursing Home and Long Term Care,terse
"I buy the tube and filter for CPAP machine, not machine and not mask, just parts","CPAP, APAP, BIPAP Supplies",esl_speaker
tooth knocked out accident,Dental Accident,terse
"I see someone for therapy and their title says clinical counsellor, is that different from a psychologist?",Clinical Counsellor,confused_student
purchased Phonak Audeo Paradise hearing aids from Connect Hearing,Hearing Aids,brand_specific
"I see homeopath doctor, she give me small medicine and ask many question about my health",Homeopathic Treatment,esl_speaker
I need more of those sticky pad things for my shock machine,"Stimulator, supplies",confused_student
"the doctor put a hard shell on my broken wrist, it's not plaster it's the lighter kind","Cast, fiberglass",confused_student
"my doctor gave me the maximum strength long ones that go all the way up, they're super tight","Compression Stockings, thigh/full (30 mmhg & over)",confused_student
booked psychologist sessions through Psychology Today directory at CBT Associates,Psychologist,brand_specific
got a custom Ossur Rebound right knee brace fitted at the sports medicine clinic,"Brace, right knee (Custom)",brand_specific
need to claim the blood draw fee from LifeLabs for my spouse's recent blood work,Blood Withdrawal Fee,parent_or_dependent
I got some kind of vision treatment that's not an exam or glasses or contacts,Other vision services (i.e. safety glasses),confused_student
What category for emergency medical services that aren't ambulance transport?,Other emergency services,question
Filing claim for bilateral knee-length graduated compression stockings rated 20-30 mmHg prescribed for post-thrombotic syndrome,"Compression Stockings, knee length (20-29 mmhg)",detailed_clinical
overnight sleep study test,Sleep Study,terse
"I got the regular crutches that go under your armpits, a pair of them","Crutches, pair",confused_student
had custom Sensaphonics ear plugs made at my audiologist's office for noise protection,Ear Plugs (custom made),brand_specific
Which category for a treatment appointment with a licensed podiatrist?,Podiatry Treatment,question
purchased Superfeet Green insoles from The Running Room,Standard foot orthotics or shoe inserts,brand_specific
my kid sprained her ankle at soccer and we picked up a ready-made brace at the pharmacy,Brace (Non-custom),parent_or_dependent
"my son sees a child psychologist for ADHD assessment and therapy, claiming those sessions",Psychologist,parent_or_dependent
"Submitting a receipt for a prefabricated hinged knee stabilizer brace, non-custom, OTC purchase",Brace (Non-custom),detailed_clinical
I lost my hair from chemo and bought a wig to wear,Wig,confused_student
Submitting for bilateral orthopedic shoe modification including rocker sole addition and medial heel wedge insertion,Other foot care services (i.e. orthopedic shoe modification),detailed_clinical
peak flow meter asthma,Peak Flow Meter,terse
"I got one of those metal frame things you pick up and move, no wheels on it",Walker - non wheeled (purchase),confused_student
need to claim CGM sensor supplies for my daughter's type 1 diabetes management,Glucose Monitoring System Supplies/Sensors,parent_or_dependent
I bought one of those bottle things for going to the bathroom when you're stuck in bed,Urinal (purchase),confused_student
"this isn't a new custom shoe and it's not orthotics, they MODIFIED my existing shoes, which category is that?",Other foot care services (i.e. orthopedic shoe modification),complaint
"claiming a vitamin D test for my spouse, her doctor suspected a deficiency",Vitamin D Test,parent_or_dependent
my husband had a private MRI for his shoulder injury and I need to submit the receipt,MRI (Magnetic Resonance Imaging),parent_or_dependent
"I chose 'Glucose Monitoring System Supplies/Sensors' but this is the reusable transmitter, not a disposable sensor",Glucose Monitoring System Transmitter,wrong_guess
I slept overnight at a clinic wired up to machines that monitored my breathing and stuff,Sleep Study,confused_student
Where do I claim orthodontic records like x-rays and impressions?,Other Orthodontic/Dental Services (i.e. orthodontic records),question
I buy compression tight for my leg but it is not have foot part,"Compression Calf Sleeves/Tights (footless), any length",esl_speaker
had a polysomnography study done at the Ottawa Sleep Centre,Sleep Study,brand_specific
Submitting for a single ergonomic forearm crutch with adjustable cuff and contoured handgrip,Forearm Crutch (purchase),detailed_clinical
had my cleaning and a filling done at Pretoria Bridge Dental,Dental Services,brand_specific
"ordering prescription contacts for my teenage son, his optometrist fitted him for them",Prescription Contacts,parent_or_dependent
"My grandma had knee surgery and the hospital gave her a standard walker with rubber feet, no wheels, and I paid for it",Walker - non wheeled (purchase),storyteller
took my daughter for her annual eye exam at the optometrist,Eye Exam,parent_or_dependent
Which category for a commode that has wheels on it?,Wheeled Commode (purchase),question
had a naturopathic consultation at the Ottawa Integrative Health Centre,Naturopathic Treatment,brand_specific
"I need the tubing and cannula things that go with my insulin pump, not the pump itself",Insulin infusion pump supplies,confused_student
started Invisalign treatment at Village Orthodontics and need to claim the initial fee,Orthodontic Services (Braces - initial and monthly fee),brand_specific
I submitted under 'Social Worker Masters level' but my social worker actually has a BSW not an MSW,Social Worker (Bachelors),wrong_guess
"I have neck pain so I go to physiotherapy and she say buy special pillow for neck, cervical pillow",Cervical Pillow,esl_speaker
had Sigvaris custom compression stockings made at Orthomed in Ottawa,"Compression Stockings, custom, any length",brand_specific
custom molded ear plugs,Ear Plugs (custom made),terse
Filing for a pure-tone and speech audiometric examination including tympanometry for hearing threshold assessment,Audiometric Exam,detailed_clinical
"make sure I'm in the right spot this time - it's a walker WITH wheels, the rolling kind",Walker - with wheels (purchase),complaint
"I submitted under 'Walker with wheels' but mine has no wheels at all, just rubber tips",Walker - non wheeled (purchase),wrong_guess
I twisted my wrist playing volleyball so I ran to Shoppers and grabbed an off-the-shelf wrist brace,Brace (Non-custom),storyteller
"I got socks that go up to my knee and the package says 15-19, is that the pressure?","Compression Stockings, knee length (15-19 mmhg)",confused_student
Which category for knee-length compression stockings rated between 15 and 19 mmHg?,"Compression Stockings, knee length (15-19 mmhg)",question
What category for specialized eye testing that goes beyond a routine exam?,Diagnostic Vision Test,question
taking my kids for their regular dental cleanings and need to submit the receipts,Dental Services,parent_or_dependent
helping my mother claim her heavy-duty thigh-high 30+ mmhg stockings for her chronic lymphedema,"Compression Stockings, thigh/full (30 mmhg & over)",parent_or_dependent
my gynecologist ordered a CA-125 test because of a cyst they found on my ovary during ultrasound,CA-125 (Cancer Antigen) Test,storyteller
I've been going to a kinesiologist for exercise-based rehab after my car accident,Other health specialists,storyteller
Which category for a massage therapy session with a registered massage therapist?,Massage,question
Filing a claim for a custom-fabricated articulated ankle-foot orthosis molded from patient impression for foot drop correction,"Brace, AFO/KAFO (Custom)",detailed_clinical
Claiming bilateral graduated compression arm sleeves for post-mastectomy lymphedema management,Other garment brace services (i.e. compression gloves),detailed_clinical
Which category for the receiver that displays readings from my continuous glucose sensor?,Glucose Monitoring System Receiver,question
"it's just a plain walker with no wheels, why are there separate categories for wheeled and non-wheeled",Walker - non wheeled (purchase),complaint
"it's the injection device where you push it in yourself by hand, no automatic spring",Insulin Gun (manual),confused_student
forearm elbow crutch,Forearm Crutch (purchase),terse
"my wife sees a reflexologist for stress management, what category does that fall under?",Other health specialists,parent_or_dependent
My vascular surgeon referred me to a certified fitter who took molds of both legs and made compression stockings specifically for me,"Compression Stockings, custom, any length",storyteller
Claiming a patient-specific custom-fabricated left knee orthosis with medial-lateral stabilizers for ACL deficiency,"Brace, left knee (Custom)",detailed_clinical
purchased a Honeywell HCM-350 Cool Mist humidifier from Amazon,Humidifier (Table Top),brand_specific
